Código Centro,Tipo Centro,Nombre Centro,Público/Privado,Dirección,Código Postal,Municipio,Provincia,Distancia (Km),Duración
18700232,Instituto de Educación Secundaria,Alba Longa,Público,"C/ San Miguel, s/n",18100,Armilla,Granada,"1,2 km",4 min
18002243,Instituto de Educación Secundaria,Federico García Lorca,Público,"C/ San Ramón, 10",18194,Churriana de la Vega,Granada,"1,8 km",5 min
18000787,Instituto de Educación Secundaria,Luis Bueno Crespo,Público,"Avda. de Las Palmeras, s/n",18100,Armilla,Granada,"3,0 km",7 min
18009195,Instituto de Educación Secundaria,Mariana Pineda,Público,"C/ Beethoven, 4",18006,Granada,Granada,"2,7 km",7 min
18010185,Instituto de Educación Secundaria,Alhambra,Público,"C/ Beethoven, 2",18006,Granada,Granada,"2,9 km",7 min
18009249,Instituto de Educación Secundaria,Severo Ochoa,Público,"Avda. de las Alpujarras, 31",18015,Granada,Granada,"5,9 km",8 min
18010446,Instituto de Educación Secundaria,Generalife,Público,"C/ Huerta del Rasillo, s/n",18003,Granada,Granada,"4,9 km",8 min
18700013,Instituto de Educación Secundaria,Fray Luis de Granada,Público,"C/ Huerta del Rasillo, s/n",18004,Granada,Granada,"4,9 km",8 min
18700542,Instituto de Educación Secundaria,Veleta,Público,"C/ Alhendin, 7",18007,Granada,Granada,"3,8 km",9 min
18004276,Instituto de Educación Secundaria,Ángel Ganivet,Público,"C/ Santa Bárbara, 15",18001,Granada,Granada,"5,6 km",11 min
18004291,Instituto de Educación Secundaria,Padre Manjón,Público,"C/ Gonzalo Gallas, s/n",18003,Granada,Granada,"5,7 km",11 min
18700037,Instituto de Educación Secundaria,Pedro Soto de Rojas,Público,"C/ Torre de los Picos, 2",18008,Granada,Granada,"5,1 km",11 min
18700098,Instituto de Educación Secundaria,Zaidín-Vergeles,Público,"C/ Primavera, 26-28",18008,Granada,Granada,"4,6 km",11 min
18004264,Instituto de Educación Secundaria,Padre Suárez,Público,"C/ Gran Vía de Colón, 61",18001,Granada,Granada,"5,9 km",12 min
18009201,Instituto de Educación Secundaria,Los Neveros,Público,"C/ Alhucema, 3",18198,Huétor Vega,Granada,"6,7 km",12 min
18700311,Instituto de Educación Secundaria,La Madraza,Público,"Plaza Escritor Fernández Castro, 2",18014,Granada,Granada,"8,8 km",12 min
18700657,Instituto de Educación Secundaria,Manuel de Falla,Público,"Cmo. Nuevo, s/n",18200,Maracena,Granada,"10,3 km",12 min
18003004,Instituto de Educación Secundaria,Arabuleila,Público,"C/ Maestro Diego Montes, 2",18195,Cúllar Vega,Granada,"6,1 km",13 min
18004458,Instituto de Educación Secundaria,Virgen de las Nieves,Público,"Avda. de Andalucía, 38",18014,Granada,Granada,"7,6 km",13 min
18700293,Instituto de Educación Secundaria,Francisco Ayala,Público,"Avda. Francisco Ayala, s/n",18014,Granada,Granada,"9,0 km",13 min
18700441,Instituto de Educación Secundaria,Miguel de Cervantes,Público,"C/  Camino Real de los Neveros, 1",18008,Granada,Granada,"5,3 km",13 min
18000842,Instituto de Educación Secundaria,Alhendín,Público,"C/ Real, s/n",18620,Alhendín,Granada,"9,4 km",14 min
18700475,Instituto de Educación Secundaria,Montes Orientales,Público,"Ctra. de la Sierra, 15",18550,Iznalloz,Granada,"8,5 km",14 min
18700803,Instituto de Educación Secundaria,Blas Infante,Público,"C/ Río Genil, s/n",18151,Ogíjares,Granada,"6,8 km",14 min
18004148,Instituto de Educación Secundaria,Escultor Sánchez Mesa,Público,"C/ Severo Ochoa, s/n",18630,Villa de Otura,Granada,"10,1 km",15 min
18009444,Instituto de Educación Secundaria,Hispanidad,Público,"C/ Celestino Mutis, 1",18320,Santa Fe,Granada,"15,3 km",16 min
18700244,Instituto de Educación Secundaria,Trevenque,Público,"C/ Álvarez Quintero, s/n",18140,La Zubia,Granada,"8,7 km",16 min
18009407,Instituto de Educación Secundaria,Vega de Atarfe,Público,"Avda. Diputación, s/n",18230,Atarfe,Granada,"14,3 km",17 min
18000039,Instituto de Educación Secundaria,Aricel,Público,"C/ Aricel, s/n",18220,Albolote,Granada,"17,7 km",18 min
18000854,Instituto de Educación Secundaria,Los Cahorros,Público,"C/ de los Neveros, s/n",18198,Monachil,Granada,"10,2 km",18 min
18001081,Instituto de Educación Secundaria,Laurel de la Reina,Público,"C/ Everest, s/n",18140,La Zubia,Granada,"8,8 km",18 min
18000908,Instituto de Educación Secundaria,Iliberis,Público,"Avda. Andalucía, 84",18230,Atarfe,Granada,"18,1 km",19 min
18000738,Instituto de Educación Secundaria,Al-Fakar,Público,"Avda. García Lorca, s/n",18170,Alfacar,Granada,"20,4 km",20 min
18008257,Instituto de Educación Secundaria,Jiménez de Quesada,Público,"Cmo. de Santa Teresa, 1",18320,Santa Fe,Granada,"16,8 km",20 min
18700360,Instituto de Educación Secundaria,Arjé,Público,"Avda. del Parque, s/n",18330,Chauchina,Granada,"21,7 km",20 min
18009778,Instituto de Educación Secundaria,Alonso Cano,Público,"Avda. Blas Infante, 28",18650,Dúrcal,Granada,"30,0 km",25 min
18700611,Instituto de Educación Secundaria,Fernando de los Ríos,Público,"C/ C/ Pilar López, s/n",18340,Fuente Vaqueros,Granada,"24,5 km",25 min
18005220,Instituto de Educación Secundaria,Manuel Cañadas,Público,"C/ Pintor Velázquez, s/n",18370,Moraleda de Zafayona,Granada,"40,2 km",33 min
18700301,Instituto de Educación Secundaria,Américo Castro,Público,"C/ Eras Bajas, s/n",18360,Huétor Tájar,Granada,"47,9 km",37 min
18700773,Instituto de Educación Secundaria,Diego de Siloé,Público,"Avda.  de Antonio Tastet, 1",18260,Íllora,Granada,"42,3 km",37 min
18700414,Instituto de Educación Secundaria,Alfaguara,Público,"C/ Hoyo de Narváez, s/n",18300,Loja,Granada,"57,5 km",43 min
18700700,Instituto de Educación Secundaria,Ribera del Fardes,Público,"C/ Cerro de los Almendrillos, s/n",18519,Purullena,Granada,"62,0 km",43 min
18000519,Instituto de Educación Secundaria,Nazarí,Público,"Avda. de Nicaragua, s/n",18680,Salobreña,Granada,"64,8 km",45 min
18005980,Instituto de Educación Secundaria,Virgen de la Caridad,Público,"C/ Cervantes, s/n",18300,Loja,Granada,"58,4 km",45 min
18004801,Instituto de Educación Secundaria,Padre Poveda,Público,"Avda. Mariana Pineda, s/n",18500,Guadix,Granada,"67,2 km",46 min
18009213,Instituto de Educación Secundaria,Acci,Público,"Avda. Buenos Aires, 68",18500,Guadix,Granada,"68,3 km",46 min
18007046,Instituto de Educación Secundaria,Francisco Javier de Burgos,Público,"Avda. González Carrascosa, s/n",18600,Motril,Granada,"64,8 km",47 min
18007058,Instituto de Educación Secundaria,Julio Rodríguez,Público,"C/ Fernández Molina, s/n",18600,Motril,Granada,"64,9 km",47 min
18004793,Instituto de Educación Secundaria,Pedro Antonio de Alarcón,Público,"C/ Venus de Paulenca, s/n",18500,Guadix,Granada,"67,9 km",48 min
18700426,Instituto de Educación Secundaria,Francisco Giner de los Ríos,Público,"C/ La matraquilla, 5",18600,Motril,Granada,"67,0 km",48 min
23700542,Instituto de Educación Secundaria,Antonio de Mendoza,Público,"Psje. del Coto, 16",23680,Alcalá la Real,Jaén,"58,9 km",49 min
18007022,Instituto de Educación Secundaria,La Zafra,Público,"C/ Menéndez y Pelayo, 40",18600,Motril,Granada,"66,3 km",51 min
18700761,Instituto de Educación Secundaria,Alpujarra,Público,"Avda. Lora Tamayo, s/n",18400,Órgiva,Granada,"60,3 km",52 min
18700499,Instituto de Educación Secundaria,Puerta del Mar,Público,"C/ Hurtado de Mendoza, s/n",18690,Almuñécar,Granada,"76,3 km",55 min
18700463,Instituto de Educación Secundaria,Al-Ándalus,Público,"C/ Federico García Lorca, 3",18690,Almuñécar,Granada,"76,2 km",56 min
18700554,Instituto de Educación Secundaria,Villanueva del Mar,Público,"Paseo Andrés Segovia, 29",18697,Almuñécar,Granada,"81,5 km",56 min
18700451,Instituto de Educación Secundaria,Alhama,Público,"Ctra. de Loja, s/n",18120,Alhama de Granada,Granada,"64,1 km",57 min
23700839,Instituto de Educación Secundaria,Santa Teresa,Público,"C/ Doctor Bueno Fajardo, s/n",23009,Jaén,Jaén,"95,1 km",1h 1 min
23002474,Instituto de Educación Secundaria,Jabalcuz,Público,"C/ Santa María del Valle, s/n",23009,Jaén,Jaén,"94,8 km",1h 2 min
23004926,Instituto de Educación Secundaria,Sierra Mágina,Público,"C/ Albert Einstein, 52",23560,Huelma,Jaén,"76,9 km",1h 2 min
23700271,Instituto de Educación Secundaria,El Valle,Público,"Ctra. de Madrid, 2",23009,Jaén,Jaén,"95,5 km",1h 2 min
23005906,Instituto de Educación Secundaria,Fuente de la Peña,Público,"Cmo. Fuente de la Peña, s/n",23002,Jaén,Jaén,"96,6 km",1h 3 min
29007214,Instituto de Educación Secundaria,Sierra Almijara,Público,"Avda. de Pescia, s/n",29780,Nerja,Málaga,"91,8 km",1h 3 min
23005074,Instituto de Educación Secundaria,Peña del Águila,Público,"Ctra. de Pegalajar, s/n",23100,Mancha Real,Jaén,"92,8 km",1h 4 min
23002401,Instituto de Educación Secundaria,Virgen del Carmen,Público,"Paseo de la Estación, 44",23008,Jaén,Jaén,"96,7 km",1h 5 min
23002413,Instituto de Educación Secundaria,Santa Catalina de Alejandría,Público,"Avda. Ruiz Jiménez, 16",23008,Jaén,Jaén,"96,2 km",1h 5 min
23005153,Instituto de Educación Secundaria,Sierra Mágina,Público,"C/ Tetuán, s/n",23100,Mancha Real,Jaén,"93,1 km",1h 5 min
4002532,Instituto de Educación Secundaria,Sierra Nevada,Público,"Avda. Juan Aparicio, 3",4500,Fiñana,Almería,106 km,1h 7 min
23005062,Instituto de Educación Secundaria,Auringis,Público,"C/ Cerro de los Lirios, 1",23005,Jaén,Jaén,106 km,1h 7 min
23000246,Instituto de Educación Secundaria,Salvador Serrano,Público,"Parque Parque de la Fuensanta, 2",23660,Alcaudete,Jaén,"82,5 km",1h 8 min
29701155,Instituto de Educación Secundaria,Alfaguar,Público,"Urb. Santa Rosa, s/n",29793,Torrox,Málaga,101 km,1h 8 min
23002449,Instituto de Educación Secundaria,Las Fuentezuelas,Público,"Avda. de Arjona, 5",23006,Jaén,Jaén,106 km,1h 9 min
23700827,Instituto de Educación Secundaria,Az-Zait,Público,"Avda. Arjona, 3",23006,Jaén,Jaén,"97,9 km",1h 9 min
14700584,Instituto de Educación Secundaria,Mirador del Genil,Público,"C/ Puente de Hierro, 1",14970,Iznájar,Córdoba,"94,1 km",1h 10 min
23000180,Instituto de Educación Secundaria,Torre Olvidada,Público,C/ Almería,23640,Torredelcampo,Jaén,111 km,1h 10 min
29010857,Instituto de Educación Secundaria,Pintor José María Fernández,Público,"Ctra. Carretera de Málaga, 8",29200,Antequera,Málaga,103 km,1h 10 min
14005936,Instituto de Educación Secundaria,Álvarez Cubero,Público,"Avda. Niceto Alcalá-Zamora, s/n",14800,Priego de Córdoba,Córdoba,"85,3 km",1h 12 min
23003934,Instituto de Educación Secundaria,Miguel Sánchez López,Público,"Avda. de la Constitución, s/n",23640,Torredelcampo,Jaén,112 km,1h 12 min
23700815,Instituto de Educación Secundaria,Llano de la Viña,Público,"C/ Donantes de Sangre, s/n",23630,Villatorres,Jaén,113 km,1h 12 min
4000110,Instituto de Educación Secundaria,Abdera,Público,"C/ Marisma, 6",4770,Adra,Almería,109 km,1h 14 min
4000134,Instituto de Educación Secundaria,Gaviota,Público,"C/ Estero, 4",4770,Adra,Almería,109 km,1h 14 min
11001890,Instituto de Educación Secundaria,Fernando Savater,Público,"C/ Parque Torcal de Antequera, s/n. Bda. Nazaret",11406,Jerez de la Frontera,Cádiz,106 km,1h 14 min
23003983,Instituto de Educación Secundaria,Santo Reino,Público,"Avda. del Parque, 67",23650,Torredonjimeno,Jaén,116 km,1h 14 min
29001145,Instituto de Educación Secundaria,Pedro Espinosa,Público,"C/ Carrera, 12",29200,Antequera,Málaga,114 km,1h 14 min
29011552,Instituto de Educación Secundaria,María Zambrano,Público,"C/ Cipriano Maldonado Jiménez, s/n",29740,Vélez-Málaga,Málaga,114 km,1h 14 min
14005912,Instituto de Educación Secundaria,Fernando III El Santo,Público,"Avda. de España, 83",14800,Priego de Córdoba,Córdoba,"86,7 km",1h 15 min
14700377,Instituto de Educación Secundaria,Carmen Pantión,Público,"C/ Haza Luna, s/n",14800,Priego de Córdoba,Córdoba,"86,9 km",1h 15 min
18700712,Instituto de Educación Secundaria,Al-Zujáyr,Público,"C/ Federico García Lorca, s/n",18811,Zújar,Granada,114 km,1h 15 min
23700301,Instituto de Educación Secundaria,María Cabeza Arellano Martínez,Público,"Avda. Andalucía, 5",23620,Mengíbar,Jaén,117 km,1h 15 min
23700335,Instituto de Educación Secundaria,Acebuche,Público,"C/ Antonio Machado, 4",23650,Torredonjimeno,Jaén,116 km,1h 15 min
29700345,Instituto de Educación Secundaria,Miraya del Mar,Público,Urb. Jardines del Rocío,29740,Vélez-Málaga,Málaga,114 km,1h 15 min
29701295,Instituto de Educación Secundaria,Salvador Rueda,Público,"C/ Hermanos López Campos, 14",29700,Vélez-Málaga,Málaga,114 km,1h 15 min
18001123,Instituto de Educación Secundaria,Pedro Jiménez Montoya,Público,"C/ Isaac Peral, 2",18800,Baza,Granada,113 km,1h 16 min
18001147,Instituto de Educación Secundaria,José de Mora,Público,"C/ Blas Infante, 9",18800,Baza,Granada,113 km,1h 16 min
29008671,Instituto de Educación Secundaria,Reyes Católicos,Público,"Avda. Vivar Téllez, s/n",29700,Vélez-Málaga,Málaga,115 km,1h 16 min
18700517,Instituto de Educación Secundaria,El Fuerte,Público,"C/ Rambla, s/n",18810,Caniles,Granada,122 km,1h 17 min
23700220,Instituto de Educación Secundaria,La Pandera,Público,"Avda. Juana I, 29",23160,Los Villares,Jaén,107 km,1h 17 min
29008681,Instituto de Educación Secundaria,Juan de la Cierva,Público,"C/ Doctor Fernando Vivar, 2",29700,Vélez-Málaga,Málaga,115 km,1h 17 min
29700424,Instituto de Educación Secundaria,Almenara,Público,"C/ Francisco Labao Gámez, 1",29700,Vélez-Málaga,Málaga,116 km,1h 17 min
23003132,Instituto de Educación Secundaria,San Felipe Neri,Público,"C/ Río Jandula, 1",23600,Martos,Jaén,124 km,1h 18 min
18000601,Instituto de Educación Secundaria,Antigua Sexi,Público,"C/ Lo Colorado, s/n",18690,Almuñécar,Granada,"86,2 km",1h 19 min
23000143,Instituto de Educación Secundaria,Hermanos Medina Rivilla,Público,"C/ Historiador Rus de la Puerta, s/n",23710,Bailén,Jaén,128 km,1h 19 min
23003119,Instituto de Educación Secundaria,Fernando III,Público,"Parque Manuel Carrasco, s/n",23600,Martos,Jaén,122 km,1h 19 min
41701389,Instituto de Educación Secundaria,La Roda,Público,"C/ Manuel Siurot, s/n",41590,La Roda de Andalucía,Sevilla,125 km,1h 19 min
23004240,Instituto de Educación Secundaria,Juan López Morillas,Público,"C/ Andalucía, 9",23500,Jódar,Jaén,101 km,1h 21 min
23700840,Instituto de Educación Secundaria,María Bellido,Público,"C/ Juan Salcedo Guillén, s/n",23710,Bailén,Jaén,129 km,1h 21 min
29017839,Instituto de Educación Secundaria,Margarita Salas,Público,"C/ Mediodía, 4",29738,Rincón de la Victoria,Málaga,127 km,1h 21 min
23700621,Instituto de Educación Secundaria,Accabe,Público,"C/ Alejandro Lucini, 18",23537,Bedmar y Garcíez,Jaén,103 km,1h 22 min
29002733,Instituto de Educación Secundaria,Puerta de la Axarquía,Público,"Paseo  de Filipinas, 2",29720,Rincón de la Victoria,Málaga,130 km,1h 23 min
4700481,Instituto de Educación Secundaria,Pablo Ruiz Picasso,Público,"C/ Loma de la Mezquita, 170",4700,El Ejido,Almería,129 km,1h 24 min
29700059,Instituto de Educación Secundaria,Bezmiliana,Público,"Urb. Gran Sol, s/n",29730,Rincón de la Victoria,Málaga,130 km,1h 24 min
29700369,Instituto de Educación Secundaria,Ben Al Jatib,Público,"C/ Sorolla, 38",29720,Rincón de la Victoria,Málaga,132 km,1h 24 min
29701088,Instituto de Educación Secundaria,Jardín de Málaga,Público,"C/ Marqués de Mantua, 11",29014,Málaga,Málaga,126 km,1h 24 min
4002313,Instituto de Educación Secundaria,Santo Domingo,Público,"Avda. Oasis, 135",4700,El Ejido,Almería,132 km,1h 25 min
23000817,Instituto de Educación Secundaria,Santísima Trinidad,Público,"C/ Juan de Ávila, 2",23440,Baeza,Jaén,138 km,1h 25 min
23000830,Instituto de Educación Secundaria,Andrés de Vandelvira,Público,"C/ Garnica, 3",23440,Baeza,Jaén,138 km,1h 25 min
23002851,Instituto de Educación Secundaria,Reyes de España,Público,"Avda. San Cristóbal, s/n",23700,Linares,Jaén,135 km,1h 25 min
29005965,Instituto de Educación Secundaria,Sierra Bermeja,Público,"Avda. Ramón y Cajal, 113",29014,Málaga,Málaga,125 km,1h 25 min
29009934,Instituto de Educación Secundaria,Salvador Rueda,Público,"C/ Corregidor Antonio de Bobadilla, 13",29006,Málaga,Málaga,132 km,1h 25 min
29016264,Instituto de Educación Secundaria,Teatinos,Público,"C/ Giordano Bruno, s/n",29010,Málaga,Málaga,132 km,1h 25 min
29701064,Instituto de Educación Secundaria,Torre Atalaya,Público,"Avda. Navarro Ledesma, 170",29010,Málaga,Málaga,128 km,1h 25 min
4700533,Instituto de Educación Secundaria,Mar Azul,Público,"Ctra. de  Guardias Viejas, s/n",4712,El Ejido,Almería,127 km,1h 26 min
29000062,Instituto de Educación Secundaria,Capellanía,Público,"C/ Zarzuela, s/n",29130,Alhaurín de la Torre,Málaga,136 km,1h 26 min
29001868,Instituto de Educación Secundaria,Camilo José Cela,Público,"Avda. Familia de Pascual Duarte, 4",29320,Campillos,Málaga,127 km,1h 26 min
29700242,Instituto de Educación Secundaria,Núm. 1. Universidad Laboral,Público,"C/ Julio Verne, 6.",29080,Málaga,Málaga,131 km,1h 26 min
29700400,Instituto de Educación Secundaria,Puerto de la Torre,Público,"C/ Cristo de los Milagros, 25",29190,Málaga,Málaga,127 km,1h 26 min
29701076,Instituto de Educación Secundaria,Juan Ramón Jiménez,Público,"C/ Fernández Fermina, 17",29006,Málaga,Málaga,133 km,1h 26 min
4004826,Instituto de Educación Secundaria,Murgi,Público,"Avda. Príncipes de España, 17",4700,El Ejido,Almería,130 km,1h 27 min
4700272,Instituto de Educación Secundaria,Fuente Nueva,Público,"Avda. Príncipes de España, 115",4700,El Ejido,Almería,130 km,1h 27 min
23700888,Instituto de Educación Secundaria,Santa Engracia,Público,"C/ Santa Engracia, 17",23700,Linares,Jaén,136 km,1h 27 min
29007147,Instituto de Educación Secundaria,Carlos Álvarez,Público,"C/ Benito Juárez, 1",29140,Málaga,Málaga,136 km,1h 27 min
29700412,Instituto de Educación Secundaria,Portada Alta,Público,"C/ Portada Alta, s/n",29007,Málaga,Málaga,131 km,1h 27 min
4001825,Instituto de Educación Secundaria,Sierra de Gádor,Público,"C/ Ramón y Cajal, 1",4760,Berja,Almería,125 km,1h 28 min
14000483,Instituto de Educación Secundaria,Luis Carrillo de Sotomayor,Público,"Avda. San Carlos de Chile, s/n",14850,Baena,Córdoba,109 km,1h 28 min
14005882,Instituto de Educación Secundaria,Sierra de Aras,Público,"C/ María Zambrano, s/n",14900,Lucena,Córdoba,142 km,1h 28 min
18700682,Instituto de Educación Secundaria,Sulayr,Público,"C/ Los albergues, 6",18414,La Taha,Granada,"72,9 km",1h 28 min
23000131,Instituto de Educación Secundaria,Sierra Morena,Público,"C/ Blas Infante, s/n",23740,Andújar,Jaén,127 km,1h 28 min
23700347,Instituto de Educación Secundaria,Sierra Sur,Público,"Paseo del Chorrillo, s/n",23150,Valdepeñas de Jaén,Jaén,"90,9 km",1h 28 min
23700803,Instituto de Educación Secundaria,Juan de Barrionuevo Moya,Público,"C/ San Cristóbal, 2",23730,Villanueva de la Reina,Jaén,127 km,1h 28 min
29005928,Instituto de Educación Secundaria,Nuestra Señora de la Victoria,Público,"Paseo Martiricos, 11",29009,Málaga,Málaga,127 km,1h 28 min
29700060,Instituto de Educación Secundaria,Mayorazgo,Público,"C/ Las Espuelas, 12",29016,Málaga,Málaga,130 km,1h 28 min
29700761,Instituto de Educación Secundaria,Alta Axarquía,Público,"C/ Alta Axarquía, 1",29710,Periana,Málaga,"92,5 km",1h 28 min
29701258,Instituto de Educación Secundaria,Rafael Pérez Estrada,Público,"C/ Alozaina, 39",29006,Málaga,Málaga,133 km,1h 28 min
41008970,Instituto de Educación Secundaria,Aguilar y Cano,Público,"C/ Camino del Cahiz, 36",41560,Estepa,Sevilla,143 km,1h 28 min
4700685,Instituto de Educación Secundaria,Santa María del Águila,Público,"C/ Lisboa, s/n",4710,El Ejido,Almería,135 km,1h 29 min
23004264,Instituto de Educación Secundaria,Los Cerros,Público,"C/ Cronista Juan de la Torre, s/n",23400,Úbeda,Jaén,146 km,1h 29 min
29008802,Instituto de Educación Secundaria,Galileo,Público,"C/ Amadeo Vives, 10",29130,Alhaurín de la Torre,Málaga,137 km,1h 29 min
29700114,Instituto de Educación Secundaria,Gerald Brenan,Público,"C/ Isaac Peral, s/n",29130,Alhaurín de la Torre,Málaga,137 km,1h 29 min
29701003,Instituto de Educación Secundaria,Jarifa,Público,"C/ Abencerraje, 7",29570,Cártama,Málaga,140 km,1h 29 min
29701234,Instituto de Educación Secundaria,José María Torrijos,Público,"Psje. Alcalde Joaquín Alonso, 3",29003,Málaga,Málaga,135 km,1h 29 min
41002013,Instituto de Educación Secundaria,Ostippo,Público,"Ctra. de Becerrero, 3",41560,Estepa,Sevilla,142 km,1h 29 min
41701729,Instituto de Educación Secundaria,Carlos Cano,Público,"C/ Santi Páez, 24",41566,Pedrera,Sevilla,137 km,1h 29 min
4006689,Instituto de Educación Secundaria,Luz del Mar,Público,"Avda. de la Luz, s/n",4700,El Ejido,Almería,137 km,1h 30 min
14000331,Instituto de Educación Secundaria,Clara Campoamor,Público,"C/ Jaén, 6",14900,Lucena,Córdoba,143 km,1h 30 min
14700602,Instituto de Educación Secundaria,Albenzaide,Público,"C/ Vereda del Calvario, s/n",14880,Luque,Córdoba,105 km,1h 30 min
23002841,Instituto de Educación Secundaria,Huarte de San Juan,Público,"C/ Rector Muñoz Fernández, s/n",23700,Linares,Jaén,141 km,1h 30 min
29005977,Instituto de Educación Secundaria,Cánovas del Castillo,Público,"C/ San Millán, s/n",29013,Málaga,Málaga,128 km,1h 30 min
29700096,Instituto de Educación Secundaria,Litoral,Público,"Avda. Los Guindos, 46",29004,Málaga,Málaga,137 km,1h 30 min
29700503,Instituto de Educación Secundaria,Fernando de los Ríos,Público,"C/ Ntra. Sra. de las Candelas, 15",29004,Málaga,Málaga,137 km,1h 30 min
29700621,Instituto de Educación Secundaria,Cerro del Viento,Público,"Avda. del Cerro del Viento, 11",29630,Benalmádena,Málaga,144 km,1h 30 min
29701210,Instituto de Educación Secundaria,Huerta Alta,Público,"Avda. Las Malagueñas, s/n. Urb. Huerta Alta",29130,Alhaurín de la Torre,Málaga,137 km,1h 30 min
41701501,Instituto de Educación Secundaria,Atalaya,Público,"C/ Haza Guillermo, s/n",41580,Casariche,Sevilla,140 km,1h 30 min
14004580,Instituto de Educación Secundaria,Marqués de Comares,Público,"C/ Juego de Pelota, 54",14900,Lucena,Córdoba,139 km,1h 31 min
29009260,Instituto de Educación Secundaria,Emilio Prados,Público,"C/ Luis Barahona de Soto, 16",29004,Málaga,Málaga,137 km,1h 31 min
29009922,Instituto de Educación Secundaria,El Palo,Público,"Cmo. Viejo de Vélez, s/n",29018,Málaga,Málaga,138 km,1h 31 min
29011539,Instituto de Educación Secundaria,Huelin,Público,"C/ Tomás Echeverria, 2",29002,Málaga,Málaga,134 km,1h 31 min
29701052,Instituto de Educación Secundaria,Sagrado Corazón,Público,"C/ Cardenal Herrera Oria, 28",29007,Málaga,Málaga,131 km,1h 31 min
29701349,Instituto de Educación Secundaria,Playamar,Público,Ronda Alta Benyamina,29620,Torremolinos,Málaga,141 km,1h 31 min
14007404,Instituto de Educación Secundaria,Juan de Aréjula,Público,"C/ Montemayor, 11",14900,Lucena,Córdoba,139 km,1h 32 min
18700359,Instituto de Educación Secundaria,Alcrebite,Público,"Plaza Carlos Cano, s/n",18800,Baza,Granada,110 km,1h 32 min
23005372,Instituto de Educación Secundaria,Guadalentín,Público,"Ctra. El Fontanar, s/n",23485,Pozo Alcón,Jaén,129 km,1h 32 min
29006568,Instituto de Educación Secundaria,Los Manantiales,Público,"C/ Periodista Federico Alba, 21",29620,Torremolinos,Málaga,141 km,1h 32 min
29700631,Instituto de Educación Secundaria,Valle del Azahar,Público,"C/ Pitágoras,2",29580,Cártama,Málaga,141 km,1h 32 min
14700420,Instituto de Educación Secundaria,Miguel de Cervantes,Público,"C/ Blas Infante, s/n",14900,Lucena,Córdoba,140 km,1h 33 min
23700785,Instituto de Educación Secundaria,Ruradia,Público,"C/ Eras del Moral, s/n",23430,Rus,Jaén,148 km,1h 33 min
29006945,Instituto de Educación Secundaria,Benalmádena,Público,"Avda. Cibeles, 4",29630,Benalmádena,Málaga,145 km,1h 33 min
29009892,Instituto de Educación Secundaria,Al-Baytar,Público,"Avda. Erasa, s/n. Urb. Béjar",29639,Benalmádena,Málaga,145 km,1h 33 min
41701031,Instituto de Educación Secundaria,Herrera,Público,"C/ Granada, s/n",41567,Herrera,Sevilla,149 km,1h 33 min
4700429,Instituto de Educación Secundaria,Manuel de Góngora,Público,"Avda. Acacias, 9",4200,Tabernas,Almería,155 km,1h 34 min
4700624,Instituto de Educación Secundaria,Villa de Vícar,Público,"Avda. Pintor Cristóbal González Soto, 2",4738,Vícar,Almería,145 km,1h 34 min
23005049,Instituto de Educación Secundaria,Pablo de Olavide,Público,"C/ Buenavista, 66",23200,La Carolina,Jaén,155 km,1h 34 min
4700144,Instituto de Educación Secundaria,La Puebla,Público,"Plaza Platón, 5",4738,Vícar,Almería,146 km,1h 35 min
23006029,Instituto de Educación Secundaria,Francisco de los Cobos,Público,"Plaza Primero de Mayo, 9",23400,Úbeda,Jaén,148 km,1h 35 min
23700554,Instituto de Educación Secundaria,Juan Pérez Creus,Público,"C/ Alfredo Calderón, s/n",23200,La Carolina,Jaén,156 km,1h 35 min
29008061,Instituto de Educación Secundaria,Concha Méndez Cuesta,Público,"C/ Giordano Bruno, s/n",29620,Torremolinos,Málaga,143 km,1h 35 min
23000556,Instituto de Educación Secundaria,Nuestra Señora de la Cabeza,Público,"C/ Argimiro Rodríguez Álvarez, s/n",23740,Andújar,Jaén,138 km,1h 36 min
4700636,Instituto de Educación Secundaria,Torreserena,Público,"Avda. 11 de marzo, s/n",4240,Viator,Almería,166 km,1h 37 min
4700673,Instituto de Educación Secundaria,Carlos III,Público,"Ctra. de los Motores, s/n. Bda. La Gloria",4720,Roquetas de Mar,Almería,153 km,1h 37 min
14000835,Instituto de Educación Secundaria,Felipe Solís Villechenous,Público,"Avda. Fuente del Río, 15",14940,Cabra,Córdoba,153 km,1h 37 min
23005694,Instituto de Educación Secundaria,Jándula,Público,"Ctra. de los Villares, s/n",23740,Andújar,Jaén,161 km,1h 37 min
4006045,Instituto de Educación Secundaria,Mar Mediterráneo,Público,"C/ Parcela 4-Sector 4º, junto a Palacios de Congresos",4720,Roquetas de Mar,Almería,153 km,1h 38 min
4700363,Instituto de Educación Secundaria,La Mojonera,Público,"Cmo. Cuesta Blanca, s/n",4745,La Mojonera,Almería,144 km,1h 38 min
29007329,Instituto de Educación Secundaria,Vega de Mijas,Público,"C/ Don Antonio García Moreno, 5",29651,Mijas,Málaga,156 km,1h 38 min
29011311,Instituto de Educación Secundaria,Eduardo Janeiro,Público,"C/ Enebro, s/n",29640,Fuengirola,Málaga,155 km,1h 38 min
